fighter_name,DOB,Height,Reach,Stance,Weight
Jason Suttie,7-Aug-73,"6' 0""",,Orthodox,210 lbs.
Chad Sutton,7-Aug-82,"6' 1""",,,185 lbs.
Martin Svensson,25-Apr-85,"6' 1""","72""",,155 lbs.
Cub Swanson,2-Nov-83,"5' 8""","70""",Orthodox,145 lbs.
Mike Swick,19-Jun-79,"6' 1""","77""",Orthodox,170 lbs.
Floyd Sword,24-Aug-76,"6' 0""",,Orthodox,185 lbs.
Bentley Syler,22-Dec-82,"5' 4""","68""",Orthodox,125 lbs.
Kevin Syler,29-Jul-93,"5' 9""","71""",Switch,145 lbs.
Leo Sylvest,3-Sep-73,"5' 11""",,Orthodox,205 lbs.
Tony Sylvester,27-Jan-78,"6' 1""",,Southpaw,225 lbs.
Tim Sylvia,5-Mar-76,"6' 8""","80""",Orthodox,265 lbs.
Osamu Tachihikari,,"6' 5""",,Orthodox,300 lbs.
Amber Tackett,,,,,115 lbs.
Eugenio Tadeu,,"5' 8""",,Orthodox,160 lbs.
Justin Tafa,13-Dec-93,"6' 0""","74""",Southpaw,264 lbs.
Khalid Taha,15-Feb-92,"5' 5""","69""",Orthodox,135 lbs.
Joe Taimanglo,27-Jun-84,"5' 4""",,,135 lbs.
Mairbek Taisumov,8-Aug-88,"5' 9""","73""",Orthodox,155 lbs.
Nobuhiko Takada,12-Apr-62,"6' 0""",,Southpaw,220 lbs.
Yoshiki Takahashi,13-Mar-69,"5' 11""",,Southpaw,199 lbs.
Yoko Takahashi,20-Apr-73,"5' 8""",,,150 lbs.
Daiju Takase,20-Apr-78,"6' 0""",,Southpaw,170 lbs.
Hiroyuki Takaya,10-Jun-77,"5' 6""",,Orthodox,139 lbs.
Yoshihiro Takayama,19-Sep-68,"6' 5""",,Orthodox,280 lbs.
Makoto Takimoto,8-Dec-79,"5' 7""",,Southpaw,205 lbs.
Oleg Taktarov,26-Aug-67,"6' 0""",,Orthodox,210 lbs.
Nordine Taleb,10-Jun-81,"6' 1""","74""",Orthodox,170 lbs.
Tsuyoshi Tamakairiki,,"6' 0""",,Orthodox,220 lbs.
Eli Tamez,22-Aug-85,"5' 7""",,,135 lbs.
Kiyoshi Tamura,17-Dec-69,"5' 11""",,Southpaw,185 lbs.
Akitoshi Tamura,31-May-80,"5' 9""","70""",Orthodox,135 lbs.
Issei Tamura,12-Mar-84,"5' 5""","63""",Orthodox,135 lbs.
Jason Tan,17-Dec-81,"5' 10""",,Orthodox,170 lbs.
Michinori Tanaka,4-Oct-90,"5' 5""","67""",Orthodox,135 lbs.
Evan Tanner,11-Feb-71,"6' 0""","74""",Orthodox,185 lbs.
Manny Tapia,14-Mar-81,"5' 5""","67""",Orthodox,135 lbs.
Gary Tapusoa,,"5' 7""",,,185 lbs.
Miesha Tate,18-Aug-86,"5' 6""","65""",Orthodox,135 lbs.
Deividas Taurosevicius,28-Aug-77,"5' 9""","68""",Southpaw,145 lbs.
Thiago Tavares,8-Nov-84,"5' 7""","68""",Orthodox,145 lbs.
Brad Tavares,21-Dec-87,"6' 1""","74""",Orthodox,185 lbs.
Paul Taylor,15-Dec-79,"6' 0""","72""",Orthodox,155 lbs.
Jesse Taylor,2-Jan-83,"6' 0""","73""",Orthodox,170 lbs.
Louis Taylor,12-May-79,"5' 11""","74""",Orthodox,185 lbs.
Danielle Taylor,25-Oct-89,"5' 0""","60""",Orthodox,115 lbs.
James Te Huna,29-Sep-81,"6' 2""","75""",Orthodox,185 lbs.
Shawn Teed,13-Feb-92,"6' 5""","79""",Orthodox,265 lbs.
Glover Teixeira,28-Oct-79,"6' 2""","76""",Orthodox,205 lbs.
John Teixeira,18-Nov-86,"5' 7""",,Orthodox,145 lbs.
Ewerton Teixeira,13-Feb-82,"6' 1""",,,242 lbs.
Tra Telligman,7-Feb-65,"6' 2""",,Orthodox,233 lbs.
Dave Terrel,10-May-78,"5' 8""",,Southpaw,170 lbs.
David Terrell,9-Jan-78,"6' 1""",,Southpaw,185 lbs.
James Terry,16-Mar-81,"5' 10""",,Orthodox,170 lbs.
David Teymur,1-May-89,"5' 9""","73""",Southpaw,155 lbs.
Daniel Teymur,3-Feb-88,"5' 5""","69""",Orthodox,145 lbs.
Motonobu Tezuka,29-Aug-87,"5' 7""","66""",Southpaw,135 lbs.
Jason Thacker,18-Aug-75,"5' 10""",,Orthodox,185 lbs.
Brandon Thatch,11-Jul-85,"6' 2""","74""",Switch,170 lbs.
Elias Theodorou,31-May-88,"6' 1""","75""",Orthodox,185 lbs.
Paulo Thiago,25-Jan-81,"5' 11""","73""",Orthodox,170 lbs.
Din Thomas,28-Sep-76,"5' 9""",,Orthodox,155 lbs.
Ryan Thomas,5-Nov-84,"6' 0""",,Orthodox,170 lbs.
Noah Thomas,27-Mar-81,"5' 9""",,Orthodox,135 lbs.
Nick Thompson,23-Jun-81,"6' 1""","74""",Orthodox,170 lbs.
James Thompson,16-Dec-78,"6' 5""",,Orthodox,265 lbs.
Oli Thompson,2-Jan-80,"6' 1""","75""",Orthodox,242 lbs.
Stephen Thompson,11-Feb-83,"6' 0""","75""",Orthodox,170 lbs.
Josh Thomson,21-Sep-78,"5' 10""","71""",Orthodox,155 lbs.
Simeon Thoresen,14-Mar-84,"6' 1""","79""",Orthodox,170 lbs.
Josh Thornburg,24-May-84,"6' 0""",,,170 lbs.
Gleison Tibau,7-Oct-83,"5' 10""","71""",Southpaw,155 lbs.
Chris Tickle,1-Feb-82,"5' 9""",,,155 lbs.
Nolan Ticman,17-May-88,"5' 6""","69""",Orthodox,125 lbs.
Darren Till,24-Dec-92,"6' 0""","74""",Southpaw,185 lbs.
Andrew Todhunter,30-Nov-87,"6' 0""","72""",Switch,185 lbs.
Dusko Todorovic,19-May-94,"6' 1""","74""",Orthodox,185 lbs.
Hideo Tokoro,22-Aug-77,"5' 7""",,Orthodox,135 lbs.
Anatoly Tokov,17-Feb-90,"5' 10""",,,185 lbs.
Kazuki Tokudome,4-Mar-87,"5' 11""","73""",Southpaw,155 lbs.
Tyler Toner,31-Mar-83,"5' 8""","70""",Orthodox,145 lbs.
James Toney,24-Aug-68,"5' 9""",,Orthodox,220 lbs.
Anthony Torres,31-Jul-78,"5' 8""",,Orthodox,170 lbs.
Miguel Torres,18-Jan-81,"5' 9""","76""",Orthodox,135 lbs.
Ronys Torres,13-Aug-75,"5' 7""",,Orthodox,155 lbs.
Tecia Torres,16-Aug-89,"5' 1""","60""",Orthodox,115 lbs.
Alex Torres,29-May-88,"5' 10""","70""",Orthodox,145 lbs.
Abram Torres,29-Oct-82,"5' 10""",,,170 lbs.
Jose Torres,2-Aug-92,"5' 4""","65""",Orthodox,125 lbs.
Desmond Torres,6-Jan-97,"5' 6""","69""",Orthodox,135 lbs.
Salim Touahri,28-Sep-89,"5' 10""","72""",Orthodox,170 lbs.
Dequan Townsend,11-May-86,"6' 3""","79""",Orthodox,205 lbs.
Roberto Traven,16-Sep-68,"6' 3""",,Orthodox,227 lbs.
Bryan Travers,11-Apr-83,,,,155 lbs.
Francisco Trevino,17-Dec-81,"5' 9""","70""",Orthodox,155 lbs.
Angelo Trevino,10-Jun-93,"5' 11""",,Switch,170 lbs.
Frank Trigg,7-May-72,"5' 9""","71""",Southpaw,170 lbs.
Francisco Trinaldo,24-Aug-78,"5' 9""","70""",Southpaw,155 lbs.
Damien Trites,23-Aug-79,"5' 11""",,,165 lbs.
Michael Trizano,31-Dec-91,"5' 11""","71""",Orthodox,155 lbs.
Antonio Trocoli,6-Dec-90,"6' 5""","82""",Orthodox,205 lbs.
Tor Troeng,25-Jan-83,"6' 2""","77""",Orthodox,185 lbs.
Reynaldo Trujillo,1-Jan-82,"5' 9""",,,155 lbs.
Abel Trujillo,18-Sep-83,"5' 8""","70""",Orthodox,155 lbs.
Arman Tsarukyan,11-Oct-96,"5' 7""","72""",Orthodox,155 lbs.
Chris Tuchscherer,8-Sep-75,"6' 2""","76""",Orthodox,258 lbs.
Jon Tuck,28-Aug-84,"5' 11""","73""",Orthodox,155 lbs.
Gavin Tucker,17-Jun-86,"5' 6""","66""",Southpaw,145 lbs.
Jumabieke Tuerxun,17-Apr-86,"5' 7""","67""",Orthodox,135 lbs.
Blair Tugman,,"6' 0""",,,135 lbs.
Tai Tuivasa,16-Mar-93,"6' 2""","75""",Southpaw,264 lbs.
Zubaira Tukhugov,15-Jan-91,"5' 8""","68""",Orthodox,145 lbs.
Teila Tuli,14-Jun-69,"6' 0""",,Orthodox,430 lbs.
Albert Tumenov,26-Dec-91,"5' 11""","73""",Orthodox,170 lbs.
Ricky Turcios,5-Jun-93,"5' 9""","71""",Orthodox,135 lbs.
Wellington Turman,22-Jul-96,"6' 0""","72""",Orthodox,185 lbs.
Jalin Turner,18-May-95,"6' 3""","77""",Southpaw,155 lbs.
Austin Tweedy,25-Sep-90,"5' 9""","68""",Orthodox,155 lbs.
Marcin Tybura,9-Nov-85,"6' 3""","78""",Orthodox,249 lbs.
Alberto Uda,8-Aug-84,"6' 3""","77""",Orthodox,185 lbs.
Ryuki Ueyama,17-Apr-76,"5' 11""",,Southpaw,180 lbs.
Christian Uflacker,4-Aug-85,"5' 11""",,,170 lbs.
Tagir Ulanbekov,,"5' 6""",,,125 lbs.
Gasan Umalatov,11-Sep-82,"5' 11""","71""",Orthodox,170 lbs.
Caol Uno,8-May-75,"5' 7""","70""",Southpaw,155 lbs.
Kengo Ura,20-Jun-81,"5' 9""",,,165 lbs.
Hector Urbina,17-Sep-87,"5' 11""","73""",Orthodox,170 lbs.
Elias Urbina,9-Oct-93,"6' 3""","77""",Southpaw,185 lbs.
Nick Urso,26-Sep-85,"5' 6""","66""",Southpaw,125 lbs.
Yasuhiro Urushitani,8-Sep-76,"5' 5""",,Southpaw,125 lbs.
Kamaru Usman,11-May-87,"6' 0""","76""",Switch,170 lbs.
Darren Uyenoyama,15-Oct-79,"5' 6""","64""",Orthodox,125 lbs.
Richie Vaculik,19-Jun-83,"5' 6""","69""",Orthodox,125 lbs.
Egidijus Valavicius,,"6' 0""",,Orthodox,200 lbs.
Charlie Valencia,31-Oct-74,"5' 3""","64""",Orthodox,135 lbs.
Isaac Vallie-Flagg,8-Apr-78,"5' 8""","68""",Orthodox,155 lbs.
Mike van Arsdale,20-Jun-65,"6' 2""",,Switch,205 lbs.
Matt Van Buren,12-Jun-86,"6' 5""","76""",,205 lbs.
Brianna Van Buren,4-Aug-93,"5' 0""","62""",Southpaw,115 lbs.
Ron van Clief,25-Jan-43,"5' 10""",,Orthodox,190 lbs.
Lloyd Van Dams,5-Mar-72,"6' 1""",,Southpaw,240 lbs.
Austin Vanderford,21-Mar-90,"5' 11""","74""",Orthodox,170 lbs.
Lando Vannata,14-Mar-92,"5' 9""","71""",Orthodox,155 lbs.
Paige VanZant,26-Mar-94,"5' 4""","65""",Orthodox,115 lbs.
Paul Varelans,,"6' 8""",,Orthodox,300 lbs.
Kazula Vargas,15-Aug-85,"5' 8""","71""",Southpaw,155 lbs.
Jamie Varner,12-Oct-84,"5' 8""","72""",Orthodox,155 lbs.
Guilherme Vasconcelos,23-Mar-86,"6' 0""","74""",Orthodox,185 lbs.
Linton Vassell,3-Jun-83,"6' 4""",,,205 lbs.
Billy Vaughan,2-Dec-83,"5' 6""",,,155 lbs.
Yuri Vaulin,,"6' 4""",,Southpaw,197 lbs.
Javier Vazquez,16-Jul-77,"5' 7""","69""",Southpaw,145 lbs.
Manny Vazquez,19-Nov-93,"5' 10""","72""",Orthodox,125 lbs.
Matt Veach,31-May-81,"5' 11""",,Orthodox,155 lbs.
Cain Velasquez,28-Jul-82,"6' 1""","77""",Orthodox,240 lbs.
David Velasquez,,"5' 5""",,Orthodox,145 lbs.
Bojan Velickovic,18-Dec-88,"6' 0""","76""",Southpaw,170 lbs.
Karlos Vemola,3-Jul-85,"6' 0""","75""",Orthodox,185 lbs.
Luigi Vendramini,16-Jan-96,"5' 8""",,Orthodox,170 lbs.
Jerrel Venetiaan,9-Mar-71,"6' 1""",,Orthodox,195 lbs.
Scott Ventimiglia,17-Nov-72,"5' 11""",,,185 lbs.
Brandon Vera,10-Oct-77,"6' 3""","76""",Orthodox,230 lbs.
Kerry Vera,,"5' 7""",,Orthodox,135 lbs.
Marlon Vera,2-Dec-92,"5' 8""","70""",Switch,145 lbs.
Ernie Verdicia,,"5' 11""",,Orthodox,199 lbs.
Joe Veres,9-Nov-77,"5' 7""",,Orthodox,155 lbs.
Renato Verissimo,3-Aug-73,"6' 1""",,Orthodox,170 lbs.
Bryan Vetell,26-Jul-77,"6' 3""",,Southpaw,265 lbs.
Marvin Vettori,20-Sep-93,"6' 0""","74""",Southpaw,185 lbs.
Hugo Viana,26-Sep-82,"5' 6""","67""",Orthodox,135 lbs.
Polyana Viana,14-Jun-92,"5' 5""","67""",Orthodox,115 lbs.
James Vick,23-Feb-87,"6' 3""","76""",Orthodox,155 lbs.
Milton Vieira,4-Oct-78,"6' 0""","72""",Orthodox,145 lbs.
Reginaldo Vieira,26-Nov-82,"5' 7""","65""",Orthodox,135 lbs.
Ketlen Vieira,26-Aug-91,"5' 8""","68""",Orthodox,135 lbs.
Rodolfo Vieira,25-Sep-89,"6' 0""","73""",Orthodox,185 lbs.
Steve Vigneault,14-Feb-78,"5' 10""",,Orthodox,185 lbs.
Alejandro Villalobos,26-Oct-79,"5' 7""",,,145 lbs.
Gian Villante,18-Aug-85,"6' 3""","76""",Orthodox,205 lbs.
Ike Villanueva,4-Apr-84,"6' 1""","73""",Orthodox,225 lbs.
Ruben Villareal,1-May-70,"6' 4""",,Orthodox,265 lbs.
Armando Villarreal,8-Aug-89,"5' 7""","66""",Southpaw,135 lbs.
Pablo Villaseca,26-Jan-87,"5' 7""",,,155 lbs.
Joey Villasenor,17-Oct-75,"6' 0""",,Orthodox,185 lbs.
Danillo Villefort,8-May-83,"6' 1""",,Orthodox,185 lbs.
Yuri Villefort,23-Mar-91,"6' 0""","73""",Orthodox,170 lbs.
Marcos Vinicius,5-Dec-79,"5' 9""","70""",Orthodox,125 lbs.
Brandon Visher,6-May-84,"5' 6""","68""",Orthodox,135 lbs.
Falaniko Vitale,14-Jul-74,"5' 10""",,Orthodox,185 lbs.
Bobby Voelker,26-Apr-79,"6' 0""","75""",Orthodox,170 lbs.
Alexander Volkanovski,29-Sep-88,"5' 6""","71""",Orthodox,145 lbs.
Jacob Volkmann,5-Sep-80,"5' 9""","71""",Southpaw,155 lbs.
Alexander Volkov,24-Oct-88,"6' 7""","80""",Orthodox,250 lbs.
Jason Von Flue,1-Aug-75,"6' 0""",,Orthodox,170 lbs.
Milco Voorn,,,,Orthodox,220 lbs.
Igor Vovchanchyn,6-Aug-73,"5' 8""",,Orthodox,205 lbs.
James Wade,,"5' 10""",,,205 lbs.
Chris Wade,30-Sep-87,"5' 10""","70""",Orthodox,155 lbs.
Neil Wain,,"5' 10""",,Orthodox,242 lbs.
TJ Waldburger,25-Apr-88,"5' 11""","75""",Orthodox,170 lbs.
Chase Waldon,19-Sep-86,"6' 1""","75""",Orthodox,185 lbs.
Andre Walker,,"5' 11""",,Southpaw,205 lbs.
Herschel Walker,3-Mar-62,"6' 1""",,Orthodox,215 lbs.
Donny Walker,4-Jan-80,"5' 9""",,,135 lbs.
Johnny Walker,30-Mar-92,"6' 6""","82""",Orthodox,205 lbs.
Ben Wall,25-Mar-89,"5' 10""","73""",Orthodox,155 lbs.
Crafton Wallace,10-Nov-75,"6' 0""",,Orthodox,185 lbs.
Rodney Wallace,21-Nov-81,"5' 9""","72""",Switch,205 lbs.
Jeremy Wallace,,"5' 9""",,,
Randall Wallace,1-Mar-89,"5' 11""","73""",Orthodox,185 lbs.
James Wallace,17-Nov-92,"5' 10""","69""",Orthodox,155 lbs.
Jimmy Wallhead,14-Mar-84,"5' 10""","73""",Orthodox,170 lbs.
Richard Walsh,1-Dec-88,"6' 0""","73""",Orthodox,170 lbs.
Patrick Walsh,28-Nov-88,"5' 11""","71""",,185 lbs.
Andy Wang,28-May-77,"5' 6""",,Orthodox,155 lbs.
Sai Wang,14-Jan-86,"6' 0""","72""",Southpaw,170 lbs.
An Ying Wang,4-Apr-91,"6' 0""",,Orthodox,170 lbs.
Curt Warburton,,"6' 0""","73""",Orthodox,155 lbs.
Brennan Ward,28-Jun-88,"5' 10""",,,170 lbs.
Charlie Ward,17-Dec-80,"5' 11""","73""",Orthodox,170 lbs.
Terrion Ware,31-Mar-86,"5' 8""","71""",Orthodox,135 lbs.
Joe Warren,31-Oct-76,"5' 6""",,Orthodox,135 lbs.
Merritt Warren,,"5' 10""",,Southpaw,155 lbs.
Idris Wasi,11-Dec-89,"6' 0""",,,186 lbs.
Kengo Watanabe,31-Jan-76,"6' 4""",,Orthodox,220 lbs.
Kazuhisa Watanabe,18-May-83,"5' 6""",,,139 lbs.
Ron Waterman,23-Nov-65,"6' 2""",,Orthodox,280 lbs.
Dominic Waters,11-Apr-89,"6' 1""","79""",Orthodox,170 lbs.
Michelle Waterson,6-Jan-86,"5' 3""","62""",Orthodox,115 lbs.
Kyle Watson,9-Aug-79,"6' 0""",,Southpaw,155 lbs.
Maka Watson,22-Sep-84,,,,155 lbs.
Walel Watson,16-Jul-84,"5' 11""","69""",Orthodox,135 lbs.
Tom Watson,13-Jul-82,"6' 1""","73""",Orthodox,185 lbs.
Brok Weaver,5-Dec-91,"6' 0""","73""",Southpaw,155 lbs.
Jonavin Webb,28-Apr-89,"5' 10""","71""",Orthodox,170 lbs.
Emil Meek,20-Aug-88,"5' 11""","74""",Switch,170 lbs.
Royston Wee,15-Nov-86,"5' 7""","67""",Orthodox,135 lbs.
Daniel Weichel,22-Nov-84,"5' 10""",,,145 lbs.
Chris Weidman,17-Jun-84,"6' 2""","78""",Orthodox,205 lbs.
Mark Weir,19-Sep-67,"6' 2""",,Southpaw,185 lbs.
Christian Wellisch,13-Sep-75,"6' 2""","77""",Orthodox,234 lbs.
Fabricio Werdum,30-Jul-77,"6' 4""","77""",Orthodox,231 lbs.
Mike Wessel,2-Dec-77,"6' 0""",,Orthodox,260 lbs.
Sheldon Westcott,20-Aug-84,"6' 1""","71""",Southpaw,170 lbs.
Coty Wheeler,11-Oct-78,"5' 6""","67""",Orthodox,135 lbs.
Vernon White,3-Dec-71,"6' 0""",,Southpaw,205 lbs.
Steve White,,"5' 11""",,,175 lbs.
Alex White,22-Oct-88,"6' 0""","71""",Southpaw,155 lbs.
Craig White,1-Jul-90,"6' 2""","76""",Orthodox,170 lbs.
Rob Whiteford,12-Apr-83,"5' 9""","69""",Southpaw,145 lbs.
Mike Whitehead,29-Jun-81,"6' 1""",,Orthodox,205 lbs.
Garett Whiteley,13-Dec-80,"6' 0""","72""",Orthodox,155 lbs.
Mitch Whitesel,12-Jul-81,"5' 9""",,,185 lbs.
Emily Whitmire,24-May-91,"5' 5""","63""",Orthodox,115 lbs.
Robert Whittaker,20-Dec-90,"6' 0""","73""",Orthodox,185 lbs.
Adam Wieczorek,5-Feb-92,"6' 5""","81""",Orthodox,250 lbs.
Orlando Wiet,,"5' 10""",,Southpaw,170 lbs.
Jonathan Wiezorek,10-Feb-78,"6' 3""",,Southpaw,250 lbs.
Justin Wilcox,12-Mar-79,"5' 6""",,Orthodox,155 lbs.
Joe Wilk,12-Apr-82,"5' 9""",,,145 lbs.
Aaron Wilkinson,31-Jan-87,"5' 10""",,,155 lbs.
Mike Wilkinson,15-Sep-87,"5' 7""","68""",Orthodox,145 lbs.
Rob Wilkinson,22-Feb-92,"6' 3""","80""",Orthodox,185 lbs.
James Wilks,4-May-78,"6' 1""","75""",Orthodox,170 lbs.
Tedd Williams,19-Dec-69,"6' 1""",,Orthodox,275 lbs.
Pete Williams,10-Jul-75,"6' 3""",,Orthodox,235 lbs.
Rubin Williams,9-Apr-76,"6' 1""",,Orthodox,185 lbs.
Carter Williams,,"6' 1""",,Orthodox,265 lbs.
Patrick Williams,7-Sep-81,"5' 8""","73""",Orthodox,135 lbs.
Tim Williams,3-Jul-86,"6' 2""","76""",Orthodox,185 lbs.
Jordan Williams,13-Oct-90,"6' 0""","76""",Southpaw,185 lbs.
Cole Williams,15-Dec-83,"6' 0""","73""",Orthodox,170 lbs.
Khaos Williams,30-Mar-94,"6' 0""","77""",Orthodox,170 lbs.
Justin Willis,19-Jul-87,"6' 1""","78""",Southpaw,264 lbs.
Chris Wilson,7-Jun-77,"6' 1""","75""",Orthodox,170 lbs.
Greg Wilson,2-Oct-88,,,,155 lbs.
Jonathan Wilson,17-Jul-87,"6' 2""","75""",Southpaw,205 lbs.
Sean Wilson,20-Oct-82,"5' 8""",,,145 lbs.
Matt Wiman,19-Sep-83,"5' 10""","68""",Orthodox,155 lbs.
Eddie Wineland,26-Jun-84,"5' 7""","69""",Orthodox,135 lbs.
Deron Winn,13-Jun-89,"5' 6""","70""",Orthodox,185 lbs.
Andre Winner,9-Nov-81,"5' 11""","73""",Orthodox,155 lbs.
Eric Wisely,25-Jul-84,"5' 8""",,Southpaw,145 lbs.
Keith Wisniewski,25-Oct-81,"6' 0""","75""",Orthodox,170 lbs.
Travis Wiuff,15-Mar-78,"6' 3""",,Orthodox,205 lbs.
Brandon Wolff,18-Oct-75,"5' 9""",,Orthodox,170 lbs.
Xue Do Won,,"5' 7""",,,165 lbs.
Nathaniel Wood,8-May-93,"5' 6""","69""",Orthodox,135 lbs.
Tyron Woodley,7-Apr-82,"5' 9""","74""",Orthodox,170 lbs.
Salvador Woods,5-Feb-85,"5' 11""",,,170 lbs.
Sean Woodson,7-Jun-92,"6' 2""","78""",Orthodox,145 lbs.
Khama Worthy,15-Oct-86,"5' 11""","74""",Orthodox,155 lbs.
Justin Wren,27-Apr-87,"6' 2""",,Orthodox,265 lbs.
JW Wright,12-Jan-76,,,,130 lbs.
Jordan Wright,7-Oct-91,"6' 2""","77""",Orthodox,185 lbs.
Marcin Wrzosek,14-Oct-87,"5' 9""",,,155 lbs.
Yanan Wu,18-Apr-96,"5' 8""","66""",Orthodox,125 lbs.
Rubens Xavier,,"6' 3""",,Orthodox,220 lbs.
Song Yadong,2-Dec-97,"5' 8""","67""",Orthodox,145 lbs.
Jamie Yager,29-Nov-83,"6' 1""",,Orthodox,185 lbs.
Eddie Yagin,23-Mar-79,"5' 7""",,Orthodox,145 lbs.
Rani Yahya,12-Sep-84,"5' 6""","67""",Orthodox,135 lbs.
Alexander Yakovlev,18-Jul-84,"6' 3""","74""",Southpaw,155 lbs.
Keiichiro Yamamiya,12-Jul-72,"5' 11""",,Southpaw,185 lbs.
Kenichi Yamamoto,11-Jul-76,"6' 0""",,Orthodox,170 lbs.
Yoshihisa Yamamoto,4-Jul-70,"6' 2""",,Southpaw,220 lbs.
Atsushi Yamamoto,2-Oct-80,"5' 6""",,Orthodox,139 lbs.
Norifumi Yamamoto,15-Mar-77,"5' 4""","66""",Southpaw,135 lbs.
Hiroko Yamanaka,24-Oct-78,"5' 11""",,,135 lbs.
Goiti Yamauchi,5-Jan-93,"5' 10""",,,145 lbs.
Takeshi Yamazaki,,"5' 8""",,Southpaw,139 lbs.
Xiaonan Yan,16-Jun-89,"5' 5""","63""",Orthodox,115 lbs.
Petr Yan,11-Feb-93,"5' 7""","67""",Switch,135 lbs.
Adam Yandiev,7-Aug-88,"5' 9""","74""",Orthodox,185 lbs.
Dongi Yang,7-Dec-84,"5' 10""","71""",Southpaw,185 lbs.
Jianping Yang,27-Nov-88,"5' 7""","65""",Orthodox,145 lbs.
Masutatsu Yano,11-Jul-75,"5' 9""",,Orthodox,198 lbs.
Hu Yaozong,7-Apr-95,"6' 3""","72""",Orthodox,205 lbs.
Emmanuel Yarborough,5-Sep-60,"6' 8""",,Open Stance,770 lbs.
Cale Yarbrough,27-Dec-86,"6' 1""",,Orthodox,185 lbs.
Tadao Yasuda,9-Oct-63,"6' 4""",,Orthodox,310 lbs.
Yoshiaki Yatsu,19-Jul-56,"6' 1""",,Orthodox,165 lbs.
Ashley Yoder,20-Oct-87,"5' 7""","69""",Southpaw,115 lbs.
Hirotaka Yokoi,8-Jun-78,"5' 11""",,Orthodox,205 lbs.
Kazunori Yokota,3-Apr-78,"5' 8""",,Orthodox,154 lbs.
Sanghoon Yoo,18-Jan-90,"6' 0""","74""",Orthodox,155 lbs.
Dong Sik Yoon,24-Aug-72,"6' 0""",,Orthodox,185 lbs.
Yoshiyuki Yoshida,10-May-74,"5' 11""","70""",Southpaw,170 lbs.
Hidehiko Yoshida,3-Sep-69,"5' 11""",,Orthodox,225 lbs.
Kaitlin Young,15-Sep-85,"5' 9""",,Orthodox,135 lbs.
Artenus Young,16-Jul-80,,,,205 lbs.
Trenell Young,19-Jun-76,"5' 6""",,Orthodox,145 lbs.
Jason Young,28-Jun-86,"5' 9""","73""",Orthodox,145 lbs.
Shane Young,31-Jul-93,"5' 8""","72""",Orthodox,145 lbs.
Shanna Young,20-Feb-91,"5' 7""","65""",Orthodox,135 lbs.
Besam Yousef,25-Mar-85,"5' 11""","71""",Orthodox,170 lbs.
Han Ten Yun,,"5' 11""",,,220 lbs.
Rob Yundt,5-May-80,"6' 1""",,Orthodox,185 lbs.
Sodiq Yusuff,19-May-93,"5' 9""","71""",Orthodox,145 lbs.
Gilbert Yvel,30-Jun-76,"6' 2""","77""",Orthodox,225 lbs.
Luke Zachrich,19-Dec-81,"6' 2""","74""",Orthodox,185 lbs.
Anton Zafir,10-May-87,"5' 11""","72""",Orthodox,170 lbs.
Aiemann Zahabi,19-Nov-87,"5' 8""","68""",Orthodox,135 lbs.
Youssef Zalal,4-Sep-96,"5' 10""","72""",Switch,145 lbs.
Elizeu Zaleski dos Santos,11-Dec-86,"5' 11""","73""",Orthodox,170 lbs.
Zach Zane,14-Dec-89,"5' 7""","69""",Southpaw,145 lbs.
Roger Zapata,9-May-86,"5' 11""","74""",Southpaw,170 lbs.
Marius Zaromskis,30-Jul-80,"5' 9""",,Orthodox,170 lbs.
David Zawada,1-Aug-90,"6' 0""","75""",Orthodox,170 lbs.
Joao Zeferino,15-Jan-86,"5' 11""","73""",Orthodox,170 lbs.
Craig Zellner,9-Sep-76,"6' 2""",,Orthodox,205 lbs.
Roman Zentsov,10-Sep-73,"6' 1""",,Orthodox,230 lbs.
Zhalgas Zhamagulov,29-Aug-88,"5' 4""",,,125 lbs.
Tiequan Zhang,25-Jul-78,"5' 8""","70""",Orthodox,155 lbs.
Lipeng Zhang,10-Mar-90,"5' 11""","71""",Southpaw,155 lbs.
Weili Zhang,13-Aug-89,"5' 4""","63""",Switch,115 lbs.
Yao Zhikui,7-Feb-91,"5' 5""","64""",Orthodox,125 lbs.
Fares Ziam,21-Mar-97,"6' 1""","75""",Orthodox,155 lbs.
James Zikic,1-Mar-77,"6' 2""",,Orthodox,205 lbs.
Errol Zimmerman,20-Apr-86,"6' 3""",,Orthodox,185 lbs.
Cat Zingano,1-Jul-82,"5' 6""","68""",Southpaw,145 lbs.
Igor Zinoviev,,"6' 1""",,Orthodox,199 lbs.
Dave Zitanick,5-Mar-80,,,,170 lbs.
Allan Zuniga,4-Apr-92,"5' 7""","70""",Orthodox,155 lbs.
Virgil Zwicker,26-Jun-82,"6' 2""","74""",,205 lbs.
Justin Jaynes,"5' 8""",155 lbs.,,,"Aug 10, 1989"
Miranda Maverick,"5' 3""",125 lbs.,,,"Jul 01, 1997"
